2024/04/16 00:20,01F0017N,01F0005N,31,43,18
2024/04/16 00:20,01F0017N,01F0005N,32,46,6
2024/04/16 00:20,01F0017N,01F0005N,41,46,1
2024/04/16 00:20,01F0017N,01F0005N,42,39,1
2024/04/16 00:20,01F0017N,01F0005N,5,0,0
2024/04/16 00:20,01F0029N,01F0017N,31,45,21
2024/04/16 00:20,01F0029N,01F0017N,32,46,9
2024/04/16 00:20,01F0029N,01F0017N,41,46,1
2024/04/16 00:20,01F0029N,01F0017N,42,40,1
2024/04/16 00:20,01F0029N,01F0017N,5,0,0
2024/04/16 00:20,01F0005S,01F0017S,31,45,20
2024/04/16 00:20,01F0005S,01F0017S,32,53,7
2024/04/16 00:20,01F0005S,01F0017S,41,0,0
2024/04/16 00:20,01F0005S,01F0017S,42,0,0
2024/04/16 00:20,01F0005S,01F0017S,5,0,0
2024/04/16 00:20,01F0061N,01F0029N,31,114,30
2024/04/16 00:20,01F0061N,01F0029N,32,117,12
2024/04/16 00:20,01F0061N,01F0029N,41,125,1
2024/04/16 00:20,01F0061N,01F0029N,42,121,2
2024/04/16 00:20,01F0061N,01F0029N,5,0,0
2024/04/16 00:20,01F0017S,01F0029S,31,45,22
2024/04/16 00:20,01F0017S,01F0029S,32,48,7
2024/04/16 00:20,01F0017S,01F0029S,41,0,0
2024/04/16 00:20,01F0017S,01F0029S,42,0,0
2024/04/16 00:20,01F0017S,01F0029S,5,49,1
2024/04/16 00:20,01F0099N,01F0061N,31,134,42
2024/04/16 00:20,01F0099N,01F0061N,32,142,15
2024/04/16 00:20,01F0099N,01F0061N,41,0,0
2024/04/16 00:20,01F0099N,01F0061N,42,200,3
2024/04/16 00:20,01F0099N,01F0061N,5,174,4
2024/04/16 00:20,01F0029S,01F0061S,31,114,26
2024/04/16 00:20,01F0029S,01F0061S,32,130,8
2024/04/16 00:20,01F0029S,01F0061S,41,0,0
2024/04/16 00:20,01F0029S,01F0061S,42,127,2
2024/04/16 00:20,01F0029S,01F0061S,5,0,0
2024/04/16 00:20,01F0147N,01F0099N,31,175,23
2024/04/16 00:20,01F0147N,01F0099N,32,181,10
2024/04/16 00:20,01F0147N,01F0099N,41,0,0
2024/04/16 00:20,01F0147N,01F0099N,42,194,2
2024/04/16 00:20,01F0147N,01F0099N,5,198,2
2024/04/16 00:20,01H0174N,01F0099N,31,270,12
2024/04/16 00:20,01H0174N,01F0099N,32,268,3
2024/04/16 00:20,01H0174N,01F0099N,41,0,0
2024/04/16 00:20,01H0174N,01F0099N,42,0,0
2024/04/16 00:20,01H0174N,01F0099N,5,0,0
2024/04/16 00:20,03F0087S,01F0099N,31,0,0
2024/04/16 00:20,03F0087S,01F0099N,32,0,0
2024/04/16 00:20,03F0087S,01F0099N,41,0,0
2024/04/16 00:20,03F0087S,01F0099N,42,0,0
2024/04/16 00:20,03F0087S,01F0099N,5,0,0
2024/04/16 00:20,03F0116N,01F0099N,31,87,12
2024/04/16 00:20,03F0116N,01F0099N,32,81,2
2024/04/16 00:20,03F0116N,01F0099N,41,0,0
2024/04/16 00:20,03F0116N,01F0099N,42,0,0
2024/04/16 00:20,03F0116N,01F0099N,5,0,0
2024/04/16 00:20,01F0061S,01F0099S,31,136,28
2024/04/16 00:20,01F0061S,01F0099S,32,141,8
2024/04/16 00:20,01F0061S,01F0099S,41,0,0
2024/04/16 00:20,01F0061S,01F0099S,42,156,3
2024/04/16 00:20,01F0061S,01F0099S,5,175,5
2024/04/16 00:20,01F0155N,01F0147N,31,30,45
2024/04/16 00:20,01F0155N,01F0147N,32,32,13
2024/04/16 00:20,01F0155N,01F0147N,41,0,0
2024/04/16 00:20,01F0155N,01F0147N,42,31,4
2024/04/16 00:20,01F0155N,01F0147N,5,31,6
2024/04/16 00:20,01F0099S,01F0147S,31,183,20
2024/04/16 00:20,01F0099S,01F0147S,32,167,3
2024/04/16 00:20,01F0099S,01F0147S,41,0,0
2024/04/16 00:20,01F0099S,01F0147S,42,175,1
2024/04/16 00:20,01F0099S,01F0147S,5,0,0
2024/04/16 00:20,03F0087S,01F0147S,31,216,4
2024/04/16 00:20,03F0087S,01F0147S,32,202,1
2024/04/16 00:20,03F0087S,01F0147S,41,0,0
2024/04/16 00:20,03F0087S,01F0147S,42,0,0
2024/04/16 00:20,03F0087S,01F0147S,5,0,0
2024/04/16 00:20,03F0116N,01F0147S,31,225,3
