地震時間,經度,緯度,規模
2024/4/3 23:54,121.674,24.1688,4.6
2024/4/3 23:54,121.668,24.1893,3.5
2024/4/3 23:53,121.687,24.1697,3.4
2024/4/3 23:49,121.619,23.9572,3.5
2024/4/3 23:47,121.674,24.1747,3.7
2024/4/3 23:47,121.772,24.041,3.6
2024/4/3 23:42,121.683,24.1738,5.0
2024/4/3 23:39,121.688,24.1555,5.1
2024/4/3 23:35,121.652,23.8242,3.8
2024/4/3 23:32,121.529,23.716,3.3
2024/4/3 23:30,121.662,23.9168,4.4
2024/4/3 23:27,121.678,24.1148,3.9
2024/4/3 23:25,121.652,24.0168,4.4
2024/4/3 23:20,121.725,24.1615,4.1
2024/4/3 23:09,121.715,24.268,3.0
2024/4/3 23:06,121.687,24.128,3.6
2024/4/3 23:01,121.69,24.238,4.6
2024/4/3 22:55,121.723,24.022,3.4
2024/4/3 22:49,121.806,24.1475,4.7
2024/4/3 22:38,121.644,24.1823,4.5
2024/4/3 22:29,121.816,24.1928,4.4
2024/4/3 22:29,121.691,24.18,4.3
2024/4/3 22:17,121.767,24.3035,4.0
2024/4/3 22:12,121.686,24.1633,3.3
2024/4/3 22:12,121.687,24.1585,3.4
2024/4/3 22:03,121.512,23.883,3.2
2024/4/3 21:57,121.561,23.8817,3.4
2024/4/3 21:52,121.832,24.164,4.1
2024/4/3 21:51,121.668,24.162,3.3
2024/4/3 21:42,121.693,24.1118,4.1
2024/4/3 21:32,121.722,24.0628,4.2
2024/4/3 21:24,121.764,24.1995,4.4
2024/4/3 21:24,121.777,24.1972,3.9
2024/4/3 21:12,121.764,24.0045,3.3
2024/4/3 21:00,121.833,24.1995,3.5
2024/4/3 20:52,121.641,23.8562,4.0
2024/4/3 20:43,121.692,23.9902,3.5
2024/4/3 20:35,121.509,23.7798,3.7
2024/4/3 20:05,121.626,24.0307,3.6
2024/4/3 20:03,121.615,24.0235,3.9
2024/4/3 20:02,121.635,24.0363,4.3
2024/4/3 19:55,121.668,24.1505,3.3
2024/4/3 19:51,121.635,24.0298,4.3
2024/4/3 19:46,121.751,24.2053,3.4
2024/4/3 19:38,121.764,24.2967,3.6
2024/4/3 19:38,121.723,24.0623,3.6
2024/4/3 19:24,121.787,24.2028,3.3
2024/4/3 19:22,121.632,23.9038,4.2
2024/4/3 19:22,121.744,24.2157,4.0
2024/4/3 19:10,121.548,23.823,3.9
2024/4/3 19:06,121.626,23.9383,3.9
2024/4/3 19:05,121.824,24.2893,3.4
2024/4/3 19:04,121.774,24.1973,3.2
2024/4/3 19:03,121.823,24.04,3.7
2024/4/3 18:58,121.58,23.807,3.5
2024/4/3 18:56,121.681,24.034,4.9
2024/4/3 18:43,121.628,24.0437,3.6
2024/4/3 18:41,121.763,24.112,3.8
2024/4/3 18:38,121.639,24.2017,4.6
2024/4/3 18:30,121.811,23.7903,3.8
2024/4/3 18:28,121.629,24.0647,3.7
2024/4/3 18:27,121.797,24.1362,3.5
2024/4/3 18:26,121.823,24.1298,3.7
2024/4/3 18:24,121.599,23.8122,3.7
2024/4/3 18:20,121.527,23.7877,3.6
2024/4/3 18:13,121.696,24.1132,3.5
2024/4/3 18:11,121.681,24.1355,3.7
2024/4/3 18:08,121.516,23.799,3.8
2024/4/3 18:07,121.676,24.1633,3.9
2024/4/3 18:03,121.729,24.2422,3.5
2024/4/3 17:58,121.688,24.138,3.9
2024/4/3 17:53,121.682,24.099,4.3
2024/4/3 17:53,121.674,24.0373,4.6
2024/4/3 17:44,121.682,24.181,3.8
2024/4/3 17:42,121.784,24.1943,3.3
2024/4/3 17:40,121.626,24.0875,4.2
2024/4/3 17:38,121.689,24.1257,3.4
2024/4/3 17:36,121.736,24.1927,3.5
2024/4/3 17:34,121.615,23.7905,3.9
2024/4/3 17:31,121.714,24.2708,3.6
2024/4/3 17:28,121.754,24.2147,4.1
2024/4/3 17:23,121.801,24.2137,4.0
2024/4/3 17:22,121.539,23.7752,4.1
2024/4/3 17:20,121.71,23.9815,4.4
2024/4/3 17:18,121.643,24.1823,3.9
2024/4/3 17:16,121.584,23.8395,3.8
2024/4/3 17:15,121.624,23.9552,4.4
2024/4/3 17:08,121.531,23.7478,4.1
2024/4/3 17:08,121.649,24.1063,4.0
2024/4/3 17:05,121.748,24.2473,3.5
2024/4/3 16:57,121.559,23.9252,3.5
2024/4/3 16:56,121.631,24.0685,4.7
2024/4/3 16:53,121.555,23.9125,3.4
2024/4/3 16:50,121.72,24.2627,3.4
2024/4/3 16:44,121.72,24.2618,3.7
2024/4/3 16:43,121.53,23.7733,3.7
2024/4/3 16:40,121.75,24.2872,3.2
2024/4/3 16:38,121.573,23.7367,4.9
2024/4/3 16:36,121.757,24.0962,4.1
2024/4/3 16:28,121.669,24.126,4.3
2024/4/3 16:28,121.804,24.2488,4.3
2024/4/3 16:26,121.858,24.1775,3.6
2024/4/3 16:17,121.634,24.033,4.7
2024/4/3 16:15,121.704,24.1605,3.7
2024/4/3 16:13,121.668,23.9945,4.2
2024/4/3 16:11,121.724,24.1682,3.6
2024/4/3 16:09,121.55,23.7698,4.5
2024/4/3 15:52,121.629,23.9802,3.9
2024/4/3 15:51,121.759,24.0275,3.4
2024/4/3 15:51,121.761,24.247,3.3
2024/4/3 15:46,121.677,24.1672,3.5
2024/4/3 15:33,121.76,24.2618,3.7
2024/4/3 15:31,121.753,24.1363,4.4
2024/4/3 15:24,121.594,23.9892,4.5
2024/4/3 15:24,121.715,24.1742,3.4
2024/4/3 15:16,121.551,23.7662,4.1
2024/4/3 15:16,121.67,24.2382,3.9
2024/4/3 15:13,121.724,24.2972,3.8
2024/4/3 15:11,121.563,23.7952,3.4
2024/4/3 15:09,121.755,24.0078,3.4
2024/4/3 15:05,121.697,24.2318,4.4
2024/4/3 14:55,121.875,24.0698,3.4
2024/4/3 14:47,121.531,23.7507,3.7
2024/4/3 14:46,121.709,24.1698,4.0
2024/4/3 14:44,121.74,24.0102,4.2
2024/4/3 14:43,121.615,23.9637,3.9
2024/4/3 14:33,121.881,24.2083,4.8
2024/4/3 14:32,121.592,23.8482,4.1
2024/4/3 14:31,121.528,23.9098,4.7
2024/4/3 14:30,121.578,24.0265,3.7
2024/4/3 14:28,120.284,23.4623,4.3
2024/4/3 14:21,121.71,24.0388,3.6
2024/4/3 14:20,121.689,24.0203,3.8
2024/4/3 14:19,121.833,24.185,4.1
2024/4/3 14:14,121.672,24.1547,3.9
2024/4/3 14:10,121.671,24.1542,4.6
2024/4/3 14:09,121.684,24.1488,4.2
2024/4/3 14:06,121.777,24.0128,3.7
2024/4/3 14:00,121.546,23.813,3.7
2024/4/3 13:59,121.744,24.2403,3.2
2024/4/3 13:54,121.538,23.8188,3.6
2024/4/3 13:50,121.676,24.1488,3.8
2024/4/3 13:45,121.527,23.754,3.4
2024/4/3 13:44,121.656,24.0067,3.1
2024/4/3 13:41,121.73,24.2247,3.8
2024/4/3 13:38,121.564,23.9215,4.0
2024/4/3 13:34,121.688,24.1723,3.5
2024/4/3 13:33,121.75,24.203,4.3
2024/4/3 13:28,121.695,24.1718,4.6
2024/4/3 13:23,121.69,24.0993,4.9
2024/4/3 13:22,121.574,23.919,4.0
2024/4/3 13:14,121.547,23.8257,3.4
2024/4/3 13:07,121.747,24.2768,3.5
2024/4/3 13:00,121.658,24.0847,3.9
2024/4/3 12:58,121.646,24.0952,3.9
2024/4/3 12:56,121.75,24.2675,4.5
2024/4/3 12:49,121.694,24.2168,3.8
2024/4/3 12:48,121.722,24.203,4.1
2024/4/3 12:48,121.857,23.8262,3.9
2024/4/3 12:44,121.689,24.165,3.5
2024/4/3 12:36,121.655,24.0785,4.7
2024/4/3 12:29,121.674,24.0282,3.9
2024/4/3 12:26,121.941,24.1532,4.0
2024/4/3 12:21,121.681,24.117,4.1
2024/4/3 12:18,121.816,24.1982,3.6
2024/4/3 12:08,121.744,23.7807,4.7
2024/4/3 12:07,121.661,24.0673,3.4
2024/4/3 12:06,121.767,24.2635,3.9
2024/4/3 12:05,121.851,24.1793,3.7
2024/4/3 12:00,121.754,23.8287,4.2
2024/4/3 11:57,121.593,23.828,5.2
2024/4/3 11:53,121.555,23.9055,3.5
2024/4/3 11:51,121.757,24.2552,3.3
2024/4/3 11:45,121.845,23.7855,4.8
2024/4/3 11:43,121.653,24.1043,3.9
2024/4/3 11:39,121.671,24.1715,3.6
2024/4/3 11:37,121.544,23.9183,4.1
2024/4/3 11:34,121.698,24.0303,3.6
2024/4/3 11:27,121.867,24.1282,3.6
2024/4/3 11:24,121.747,24.0102,3.4
2024/4/3 11:22,121.682,24.167,4.2
2024/4/3 11:20,121.665,24.162,4.9
2024/4/3 11:14,121.911,24.0303,4.4
2024/4/3 11:12,121.641,23.8742,4.6
2024/4/3 11:11,121.673,24.1365,4.2
2024/4/3 11:01,121.777,24.1603,4.4
2024/4/3 11:00,121.66,24.0742,3.8
2024/4/3 10:54,121.674,23.9608,4.2
2024/4/3 10:53,121.656,24.0788,3.9
2024/4/3 10:44,121.744,24.2732,4.0
2024/4/3 10:41,121.775,24.2013,3.5
2024/4/3 10:39,121.65,24.1982,4.2
2024/4/3 10:36,121.915,24.1918,4.1
2024/4/3 10:36,121.617,23.8152,3.7
2024/4/3 10:35,121.627,24.0878,4.0
2024/4/3 10:33,121.612,23.9782,3.8
2024/4/3 10:28,121.79,24.2178,5.3
2024/4/3 10:23,121.666,24.1455,4.9
2024/4/3 10:20,121.649,23.9198,4.5
2024/4/3 10:14,121.93,24.145,6.2
2024/4/3 10:13,121.806,24.229,4.7
2024/4/3 09:53,121.554,23.8682,5.1
2024/4/3 09:49,121.789,23.8012,5.1
2024/4/3 09:45,121.676,24.0992,4.2
2024/4/3 09:39,121.725,23.8385,5.7
2024/4/3 09:30,121.676,23.6443,3.8
2024/4/3 09:23,121.767,24.0052,3.8
2024/4/3 09:17,121.683,24.0382,5.0
2024/4/3 09:16,121.9,24.1855,4.4
2024/4/3 09:15,121.687,24.1333,4.4
2024/4/3 09:13,121.668,24.0628,4.9
2024/4/3 09:11,121.67,24.063,4.4
2024/4/3 09:09,121.775,24.1095,5.4
2024/4/3 09:08,121.632,23.9257,4.3
2024/4/3 09:07,121.708,24.043,4.9
2024/4/3 09:06,121.647,23.972,4.4
2024/4/3 09:02,121.496,23.8218,3.4
2024/4/3 08:54,121.623,23.7967,4.7
2024/4/3 08:53,121.667,24.1073,3.9
2024/4/3 08:50,121.569,23.8353,5.4
2024/4/3 08:46,121.689,24.1898,5.4
2024/4/3 08:41,121.613,23.9613,4.6
2024/4/3 08:39,121.678,24.254,4.5
2024/4/3 08:37,121.551,23.9863,4.7
2024/4/3 08:35,121.716,24.2313,5.6
2024/4/3 08:30,121.865,24.2452,4.6
2024/4/3 08:29,121.723,24.1413,4.0
2024/4/3 08:27,121.571,23.8257,4.9
2024/4/3 08:25,121.606,23.7955,4.6
2024/4/3 08:23,121.651,23.9642,4.4
2024/4/3 08:19,121.611,23.998,4.1
2024/4/3 08:18,121.579,23.9255,4.5
2024/4/3 08:17,121.724,24.0285,5.4
2024/4/3 08:11,121.659,24.1003,6.5
2024/4/3 08:07,121.573,23.8262,4.3
2024/4/3 08:04,121.685,24.163,4.7
2024/4/3 08:03,121.653,23.9513,4.8
2024/4/3 08:00,121.67,23.8712,5.3
2024/4/3 07:58,121.665,23.769,7.2
2024/4/3 03:33,120.214,23.3615,3.5
2024/4/3 03:26,120.191,23.3768,4.8
2024/4/1 15:01,120.203,23.3595,3.2
2024/4/1 14:57,120.215,23.3607,3.1
2024/4/1 14:54,120.228,23.3637,3.2
2024/4/1 14:51,120.21,23.3655,4.1
