時間,地點1,小客車交通量,小貨車交通量,大客車交通量,大貨車交通量,聯結車交通量,小客車車速,小貨車車速,大客車車速,大貨車車速,聯結車車速
229,0029,113.0,15.0,11.0,1.0,0.0,82.0,86.0,82.0,75.0,0.0
229,0029,77.0,21.0,10.0,1.0,2.0,86.0,82.0,82.0,75.0,81.0
229,0061,141.0,28.0,13.0,0.0,1.0,86.0,84.0,82.0,0.0,68.0
229,0061,137.0,34.0,9.0,1.0,5.0,86.0,81.0,82.0,72.0,68.0
229,0099,171.0,58.0,12.0,0.0,2.0,46.0,46.0,50.0,0.0,25.0
229,0099,61.0,11.0,5.0,1.0,3.0,90.0,90.0,86.0,82.0,72.0
229,0099,41.0,10.0,1.0,1.0,0.0,104.0,100.0,90.0,100.0,0.0
229,0099,1.0,1.0,0.0,0.0,0.0,79.0,10.0,0.0,0.0,0.0
229,0099,35.0,13.0,2.0,1.0,2.0,54.0,54.0,50.0,54.0,52.0
229,0147,79.0,14.0,9.0,2.0,0.0,39.0,37.0,39.0,41.0,0.0
229,0147,29.0,9.0,1.0,0.0,1.0,75.0,79.0,72.0,0.0,72.0
229,0147,24.0,2.0,0.0,3.0,0.0,66.0,66.0,0.0,64.0,0.0
229,0147,125.0,21.0,4.0,2.0,4.0,90.0,93.0,79.0,84.0,75.0
229,0153,187.0,47.0,13.0,7.0,6.0,68.0,68.0,64.0,64.0,64.0
229,0153,100.0,13.0,3.0,5.0,2.0,72.0,68.0,72.0,64.0,64.0
229,0182,143.0,42.0,2.0,5.0,3.0,21.0,21.0,21.0,21.0,21.0
229,0213,101.0,35.0,3.0,4.0,7.0,54.0,54.0,57.0,54.0,54.0
229,0233,98.0,21.0,4.0,3.0,3.0,86.0,82.0,82.0,72.0,75.0
229,0248,276.0,63.0,7.0,7.0,5.0,82.0,79.0,79.0,75.0,82.0
229,0256,234.0,38.0,10.0,3.0,9.0,46.0,46.0,43.0,32.0,57.0
229,0264,265.0,63.0,23.0,8.0,3.0,86.0,86.0,82.0,81.0,82.0
229,0293,211.0,37.0,20.0,9.0,10.0,82.0,82.0,79.0,79.0,75.0
229,0293,224.0,39.0,15.0,2.0,3.0,90.0,86.0,82.0,73.0,72.0
229,0339,341.0,70.0,15.0,4.0,9.0,46.0,46.0,46.0,48.0,50.0
229,0339,113.0,24.0,3.0,0.0,0.0,86.0,84.0,75.0,0.0,0.0
229,0340,213.0,44.0,16.0,7.0,6.0,90.0,86.0,81.0,79.0,77.0
229,0340,80.0,10.0,4.0,1.0,0.0,90.0,90.0,82.0,10.0,0.0
229,0376,309.0,63.0,13.0,12.0,5.0,28.0,28.0,28.0,19.0,25.0
229,0376,161.0,29.0,12.0,5.0,6.0,39.0,39.0,37.0,36.0,36.0
229,0413,173.0,36.0,10.0,7.0,3.0,32.0,32.0,28.0,28.0,32.0
229,0413,190.0,39.0,12.0,6.0,7.0,86.0,82.0,81.0,82.0,82.0
229,0467,128.0,33.0,8.0,4.0,0.0,90.0,90.0,84.0,84.0,0.0
229,0467,167.0,40.0,5.0,9.0,7.0,93.0,93.0,93.0,90.0,82.0
229,0492,169.0,29.0,5.0,13.0,4.0,93.0,90.0,82.0,79.0,77.0
229,0492,171.0,42.0,7.0,8.0,8.0,79.0,75.0,75.0,72.0,70.0
229,0511,165.0,42.0,6.0,14.0,3.0,97.0,95.0,93.0,91.0,79.0
229,0511,189.0,39.0,3.0,15.0,5.0,82.0,79.0,82.0,75.0,75.0
229,0511,11.0,3.0,0.0,1.0,0.0,54.0,54.0,0.0,54.0,0.0
229,0511,5.0,4.0,1.0,0.0,0.0,50.0,52.0,50.0,0.0,0.0
229,0532,181.0,43.0,5.0,10.0,5.0,86.0,82.0,79.0,84.0,82.0
229,0532,15.0,5.0,1.0,0.0,0.0,68.0,61.0,61.0,0.0,0.0
229,0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0532,11.0,4.0,0.0,1.0,0.0,7.0,3.0,0.0,3.0,0.0
229,0532,245.0,51.0,8.0,20.0,9.0,79.0,79.0,75.0,75.0,75.0
229,0557,203.0,62.0,5.0,13.0,9.0,79.0,72.0,75.0,75.0,72.0
229,0557,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0557,145.0,25.0,5.0,13.0,8.0,90.0,86.0,82.0,79.0,79.0
229,0578,136.0,36.0,3.0,16.0,7.0,54.0,54.0,46.0,50.0,50.0
229,0578,55.0,6.0,1.0,1.0,0.0,61.0,61.0,64.0,75.0,0.0
229,0584,157.0,37.0,3.0,7.0,9.0,90.0,90.0,93.0,86.0,82.0
229,0633,117.0,29.0,2.0,6.0,7.0,90.0,86.0,82.0,46.0,82.0
229,0633,30.0,10.0,0.0,0.0,0.0,86.0,88.0,0.0,0.0,0.0
229,0633,126.0,29.0,0.0,10.0,11.0,86.0,86.0,0.0,79.0,79.0
229,0664,136.0,26.0,2.0,6.0,8.0,91.0,93.0,86.0,73.0,84.0
229,0664,157.0,38.0,0.0,11.0,18.0,86.0,90.0,0.0,79.0,81.0
229,0681,196.0,41.0,3.0,11.0,10.0,90.0,90.0,82.0,79.0,81.0
229,0681,62.0,12.0,0.0,7.0,13.0,90.0,90.0,0.0,75.0,75.0
229,0699,136.0,31.0,2.0,10.0,10.0,93.0,93.0,88.0,90.0,82.0
229,0699,75.0,15.0,1.0,16.0,11.0,100.0,97.0,93.0,90.0,86.0
229,0750,168.0,38.0,0.0,9.0,13.0,93.0,93.0,0.0,90.0,79.0
229,0750,113.0,23.0,5.0,1.0,0.0,93.0,93.0,90.0,90.0,0.0
229,0750,172.0,32.0,1.0,5.0,7.0,93.0,90.0,79.0,79.0,79.0
229,0880,211.0,56.0,10.0,4.0,4.0,86.0,86.0,82.0,81.0,77.0
229,0880,181.0,38.0,3.0,10.0,5.0,82.0,82.0,68.0,77.0,75.0
229,0928,208.0,45.0,6.0,5.0,4.0,77.0,79.0,73.0,72.0,72.0
229,0928,138.0,27.0,1.0,12.0,9.0,93.0,90.0,82.0,81.0,82.0
229,0950,137.0,21.0,2.0,11.0,10.0,90.0,90.0,84.0,75.0,77.0
229,0956,163.0,45.0,6.0,7.0,6.0,36.0,39.0,32.0,32.0,34.0
229,0979,120.0,30.0,4.0,11.0,5.0,90.0,90.0,75.0,79.0,79.0
229,0980,139.0,26.0,3.0,6.0,3.0,93.0,93.0,90.0,86.0,86.0
229,0980,32.0,12.0,1.0,2.0,0.0,64.0,61.0,57.0,57.0,0.0
229,0980,131.0,29.0,1.0,6.0,8.0,75.0,75.0,86.0,72.0,68.0
229,1045,113.0,23.0,2.0,10.0,3.0,93.0,86.0,88.0,88.0,82.0
229,1045,51.0,10.0,2.0,1.0,2.0,90.0,90.0,84.0,68.0,79.0
229,1045,3.0,1.0,0.0,0.0,0.0,72.0,39.0,0.0,0.0,0.0
229,1045,87.0,27.0,3.0,8.0,5.0,100.0,97.0,93.0,93.0,86.0
229,1123,84.0,23.0,6.0,8.0,4.0,100.0,97.0,93.0,79.0,86.0
229,1123,88.0,30.0,4.0,6.0,5.0,100.0,97.0,91.0,84.0,86.0
229,1292,109.0,22.0,2.0,3.0,8.0,100.0,95.0,86.0,90.0,84.0
229,1292,78.0,22.0,2.0,3.0,2.0,102.0,100.0,97.0,97.0,86.0
229,1389,105.0,23.0,4.0,4.0,7.0,104.0,104.0,99.0,68.0,93.0
229,1389,87.0,24.0,3.0,4.0,2.0,100.0,97.0,93.0,88.0,79.0
229,1465,108.0,27.0,0.0,14.0,7.0,100.0,100.0,0.0,95.0,90.0
229,1465,90.0,19.0,7.0,9.0,5.0,100.0,93.0,97.0,90.0,79.0
229,1572,78.0,25.0,4.0,12.0,5.0,100.0,93.0,93.0,72.0,79.0
229,1572,116.0,22.0,3.0,7.0,2.0,104.0,97.0,100.0,82.0,88.0
229,1621,119.0,20.0,4.0,11.0,8.0,104.0,108.0,88.0,82.0,93.0
229,1621,109.0,25.0,2.0,7.0,3.0,100.0,104.0,91.0,75.0,68.0
229,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,1621,3.0,2.0,0.0,0.0,0.0,97.0,91.0,0.0,0.0,0.0
229,1664,130.0,17.0,2.0,7.0,9.0,104.0,100.0,90.0,90.0,86.0
229,1664,22.0,3.0,0.0,0.0,0.0,97.0,90.0,0.0,0.0,0.0
229,1664,6.0,1.0,0.0,0.0,0.0,84.0,82.0,0.0,0.0,0.0
229,1664,155.0,41.0,2.0,7.0,2.0,97.0,97.0,91.0,86.0,82.0
229,1699,151.0,31.0,7.0,8.0,5.0,100.0,100.0,90.0,88.0,79.0
229,1699,127.0,24.0,2.0,5.0,1.0,100.0,100.0,91.0,86.0,93.0
229,1774,161.0,40.0,5.0,8.0,6.0,97.0,97.0,82.0,86.0,86.0
229,1774,112.0,28.0,0.0,10.0,2.0,104.0,104.0,0.0,90.0,91.0
229,1802,122.0,42.0,2.0,15.0,6.0,99.0,97.0,93.0,90.0,90.0
229,1802,114.0,29.0,3.0,9.0,1.0,104.0,97.0,97.0,93.0,90.0
229,1839,121.0,30.0,4.0,9.0,3.0,100.0,93.0,95.0,90.0,79.0
229,1839,122.0,22.0,0.0,4.0,1.0,104.0,104.0,0.0,97.0,82.0
229,1906,130.0,45.0,1.0,12.0,7.0,100.0,100.0,90.0,86.0,75.0
229,1906,139.0,35.0,2.0,7.0,1.0,104.0,97.0,91.0,93.0,90.0
229,1906,16.0,4.0,0.0,0.0,0.0,82.0,68.0,0.0,0.0,0.0
229,1906,4.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0
229,1960,167.0,49.0,4.0,28.0,9.0,100.0,100.0,88.0,90.0,82.0
229,1960,36.0,7.0,1.0,7.0,8.0,68.0,68.0,68.0,61.0,57.0
229,1960,21.0,5.0,0.0,4.0,0.0,72.0,72.0,0.0,64.0,0.0
229,1960,138.0,40.0,5.0,19.0,27.0,100.0,100.0,93.0,86.0,82.0
229,2011,129.0,53.0,3.0,21.0,12.0,100.0,100.0,90.0,90.0,81.0
229,2011,100.0,30.0,5.0,12.0,8.0,104.0,100.0,93.0,91.0,86.0
229,2089,142.0,45.0,6.0,18.0,16.0,100.0,100.0,95.0,93.0,82.0
229,2089,108.0,43.0,2.0,12.0,18.0,104.0,104.0,95.0,81.0,86.0
229,2156,139.0,49.0,2.0,14.0,7.0,100.0,100.0,91.0,95.0,79.0
229,2156,73.0,30.0,0.0,9.0,11.0,104.0,100.0,0.0,90.0,82.0
229,2249,130.0,39.0,5.0,9.0,9.0,100.0,100.0,97.0,79.0,72.0
229,2249,90.0,30.0,7.0,8.0,20.0,100.0,97.0,93.0,82.0,84.0
229,2322,97.0,30.0,2.0,13.0,15.0,104.0,102.0,91.0,90.0,86.0
229,2322,102.0,33.0,2.0,19.0,12.0,108.0,104.0,93.0,93.0,90.0
229,2394,109.0,43.0,5.0,18.0,14.0,104.0,100.0,93.0,86.0,84.0
229,2394,86.0,33.0,4.0,15.0,16.0,108.0,104.0,95.0,93.0,90.0
229,2425,93.0,28.0,5.0,13.0,14.0,108.0,104.0,93.0,93.0,88.0
229,2425,72.0,26.0,5.0,10.0,16.0,108.0,108.0,100.0,93.0,86.0
229,2472,89.0,30.0,2.0,11.0,11.0,108.0,104.0,100.0,68.0,79.0
229,2472,98.0,33.0,8.0,14.0,15.0,104.0,100.0,93.0,86.0,79.0
229,2514,109.0,37.0,2.0,15.0,19.0,104.0,104.0,91.0,86.0,82.0
229,2514,81.0,36.0,2.0,12.0,13.0,104.0,97.0,100.0,86.0,82.0
229,2603,93.0,24.0,4.0,17.0,13.0,104.0,104.0,91.0,90.0,86.0
229,2603,62.0,24.0,6.0,14.0,19.0,104.0,100.0,93.0,91.0,86.0
229,2674,63.0,27.0,2.0,8.0,10.0,104.0,100.0,95.0,95.0,84.0
229,2674,95.0,24.0,5.0,10.0,20.0,104.0,104.0,93.0,90.0,82.0
229,2714,93.0,24.0,1.0,15.0,17.0,104.0,104.0,104.0,90.0,79.0
229,2714,61.0,27.0,0.0,5.0,9.0,108.0,100.0,0.0,93.0,86.0
229,2827,85.0,30.0,2.0,15.0,8.0,108.0,108.0,90.0,79.0,81.0
229,2827,84.0,29.0,1.0,9.0,11.0,108.0,104.0,18.0,93.0,72.0
229,2866,83.0,17.0,0.0,13.0,11.0,108.0,100.0,0.0,86.0,75.0
229,2866,73.0,26.0,2.0,9.0,11.0,108.0,104.0,64.0,86.0,86.0
229,2930,73.0,30.0,1.0,10.0,12.0,111.0,108.0,75.0,95.0,86.0
229,2930,97.0,14.0,5.0,10.0,7.0,104.0,100.0,93.0,93.0,86.0
229,3019,100.0,34.0,3.0,7.0,11.0,108.0,104.0,90.0,93.0,79.0
229,3019,108.0,37.0,8.0,11.0,24.0,104.0,100.0,93.0,90.0,86.0
229,3083,94.0,22.0,1.0,12.0,27.0,104.0,102.0,100.0,95.0,86.0
229,3083,110.0,39.0,11.0,12.0,15.0,100.0,100.0,97.0,86.0,82.0
229,3126,103.0,33.0,3.0,14.0,19.0,104.0,100.0,93.0,88.0,86.0
229,3126,153.0,35.0,3.0,9.0,15.0,97.0,93.0,90.0,90.0,82.0
229,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,3126,8.0,0.0,0.0,3.0,0.0,84.0,0.0,0.0,72.0,0.0
229,3185,116.0,29.0,2.0,11.0,16.0,100.0,100.0,88.0,79.0,82.0
229,3185,9.0,1.0,0.0,0.0,0.0,79.0,82.0,0.0,0.0,0.0
229,3185,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,14.0
229,3185,200.0,51.0,1.0,8.0,15.0,90.0,90.0,86.0,84.0,79.0
229,3227,146.0,36.0,4.0,12.0,12.0,97.0,97.0,84.0,91.0,79.0
229,3227,189.0,49.0,4.0,11.0,10.0,97.0,93.0,93.0,90.0,82.0
229,3252,143.0,34.0,2.0,11.0,15.0,97.0,90.0,84.0,79.0,82.0
229,3252,111.0,36.0,2.0,13.0,17.0,100.0,97.0,97.0,86.0,79.0
229,3286,106.0,33.0,1.0,10.0,19.0,100.0,97.0,93.0,84.0,82.0
229,3286,123.0,41.0,4.0,3.0,20.0,100.0,97.0,93.0,90.0,79.0
229,3366,138.0,41.0,1.0,6.0,16.0,99.0,97.0,82.0,86.0,86.0
229,3366,148.0,32.0,3.0,5.0,28.0,104.0,104.0,93.0,93.0,84.0
229,3398,136.0,41.0,1.0,10.0,18.0,104.0,104.0,82.0,95.0,88.0
229,3398,152.0,49.0,3.0,10.0,20.0,100.0,97.0,93.0,86.0,81.0
229,3460,132.0,45.0,1.0,5.0,14.0,100.0,100.0,90.0,93.0,86.0
229,3460,192.0,55.0,4.0,6.0,13.0,90.0,90.0,84.0,77.0,79.0
229,3535,151.0,46.0,3.0,5.0,13.0,93.0,91.0,86.0,90.0,82.0
229,3535,217.0,62.0,0.0,5.0,14.0,82.0,82.0,0.0,90.0,75.0
229,3559,135.0,34.0,4.0,8.0,6.0,97.0,97.0,88.0,77.0,81.0
229,3561,204.0,55.0,1.0,6.0,16.0,82.0,82.0,72.0,77.0,72.0
229,3590,148.0,37.0,4.0,9.0,6.0,90.0,90.0,81.0,75.0,68.0
229,3590,153.0,68.0,0.0,7.0,25.0,90.0,86.0,0.0,82.0,79.0
229,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,3640,167.0,36.0,5.0,5.0,15.0,97.0,95.0,90.0,86.0,82.0
229,3640,2.0,1.0,0.0,0.0,1.0,91.0,75.0,0.0,0.0,79.0
229,3640,8.0,2.0,0.0,0.0,0.0,79.0,86.0,0.0,0.0,0.0
229,3640,170.0,48.0,1.0,10.0,25.0,93.0,90.0,86.0,82.0,82.0
229,3676,148.0,40.0,1.0,7.0,16.0,95.0,93.0,90.0,90.0,84.0
229,3676,158.0,48.0,3.0,11.0,23.0,86.0,90.0,93.0,79.0,82.0
229,3686,4.0,2.0,0.0,0.0,7.0,93.0,82.0,0.0,0.0,82.0
229,3696,137.0,46.0,0.0,7.0,13.0,90.0,90.0,0.0,82.0,72.0
229,3736,15.0,1.0,0.0,0.0,6.0,86.0,82.0,0.0,0.0,66.0
229,0163,67.0,12.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0
229,0174,59.0,14.0,3.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0
229,0174,35.0,10.0,0.0,1.0,0.0,90.0,90.0,0.0,90.0,0.0
229,0174,28.0,5.0,2.0,0.0,0.0,82.0,82.0,81.0,0.0,0.0
229,0200,65.0,36.0,0.0,1.0,0.0,82.0,86.0,0.0,82.0,0.0
229,0206,197.0,42.0,6.0,2.0,1.0,68.0,68.0,68.0,61.0,72.0
229,0208,144.0,53.0,0.0,2.0,1.0,86.0,86.0,0.0,81.0,68.0
229,0271,167.0,56.0,0.0,1.0,0.0,82.0,82.0,0.0,86.0,0.0
229,0305,108.0,17.0,3.0,0.0,0.0,79.0,79.0,68.0,0.0,0.0
229,0305,70.0,10.0,4.0,0.0,1.0,82.0,81.0,79.0,0.0,86.0
229,0333,97.0,27.0,2.0,0.0,0.0,86.0,82.0,86.0,0.0,0.0
229,0334,88.0,15.0,2.0,1.0,0.0,90.0,90.0,91.0,86.0,0.0
229,0447,109.0,16.0,4.0,0.0,0.0,36.0,32.0,41.0,0.0,0.0
229,0447,104.0,26.0,6.0,0.0,0.0,72.0,72.0,72.0,0.0,0.0
229,0447,92.0,25.0,6.0,1.0,0.0,90.0,90.0,93.0,86.0,0.0
229,0579,108.0,28.0,1.0,0.0,0.0,97.0,93.0,97.0,0.0,0.0
229,0579,48.0,9.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0
229,0579,50.0,12.0,4.0,0.0,0.0,79.0,81.0,75.0,0.0,0.0
229,0608,75.0,16.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,0.0
229,0608,60.0,18.0,2.0,0.0,0.0,90.0,88.0,90.0,0.0,0.0
229,0610,94.0,22.0,5.0,0.0,0.0,93.0,93.0,93.0,0.0,0.0
230,0005,54.0,4.0,5.0,2.0,0.0,90.0,77.0,90.0,88.0,0.0
230,0017,0.0,17.0,8.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0
230,0017,70.0,7.0,10.0,1.0,0.0,86.0,86.0,86.0,82.0,0.0
230,0029,113.0,27.0,11.0,1.0,0.0,79.0,75.0,79.0,90.0,0.0
230,0029,77.0,15.0,4.0,1.0,0.0,86.0,90.0,88.0,86.0,0.0
230,0061,132.0,37.0,14.0,2.0,0.0,86.0,86.0,82.0,88.0,0.0
230,0061,116.0,33.0,9.0,1.0,0.0,86.0,86.0,82.0,79.0,0.0
230,0099,183.0,36.0,17.0,1.0,1.0,46.0,46.0,46.0,46.0,46.0
230,0099,56.0,14.0,5.0,2.0,2.0,90.0,90.0,86.0,45.0,75.0
230,0099,36.0,6.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0
230,0099,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
230,0099,42.0,16.0,6.0,1.0,2.0,54.0,55.0,54.0,64.0,50.0
230,0147,78.0,20.0,11.0,1.0,4.0,39.0,36.0,43.0,46.0,43.0
230,0147,37.0,11.0,0.0,0.0,0.0,79.0,75.0,0.0,0.0,0.0
230,0147,17.0,6.0,0.0,3.0,1.0,61.0,63.0,0.0,61.0,68.0
230,0147,100.0,22.0,6.0,4.0,4.0,97.0,91.0,93.0,88.0,82.0
230,0153,172.0,48.0,13.0,10.0,5.0,64.0,64.0,64.0,59.0,61.0
230,0153,111.0,21.0,3.0,3.0,5.0,75.0,75.0,72.0,61.0,72.0
230,0182,172.0,33.0,1.0,6.0,3.0,25.0,25.0,21.0,21.0,21.0
230,0213,120.0,28.0,2.0,6.0,3.0,64.0,61.0,61.0,61.0,61.0
230,0233,126.0,22.0,1.0,6.0,13.0,72.0,75.0,72.0,72.0,72.0
230,0248,262.0,55.0,8.0,5.0,1.0,81.0,79.0,81.0,86.0,68.0
230,0256,258.0,43.0,5.0,14.0,7.0,57.0,61.0,46.0,59.0,54.0
230,0264,266.0,48.0,10.0,6.0,2.0,90.0,90.0,86.0,82.0,79.0
230,0293,253.0,46.0,14.0,13.0,3.0,86.0,82.0,79.0,79.0,75.0
230,0293,227.0,40.0,10.0,7.0,2.0,86.0,86.0,81.0,79.0,81.0
230,0339,374.0,67.0,18.0,10.0,4.0,54.0,57.0,57.0,57.0,59.0
230,0339,101.0,19.0,1.0,0.0,0.0,90.0,86.0,86.0,0.0,0.0
230,0340,225.0,44.0,11.0,8.0,3.0,90.0,86.0,82.0,77.0,79.0
230,0340,76.0,18.0,3.0,1.0,0.0,90.0,90.0,79.0,75.0,0.0
230,0376,319.0,61.0,18.0,6.0,3.0,28.0,25.0,25.0,14.0,25.0
230,0376,164.0,38.0,7.0,2.0,5.0,39.0,39.0,36.0,36.0,36.0
230,0413,156.0,34.0,11.0,10.0,2.0,39.0,39.0,39.0,32.0,34.0
230,0413,178.0,37.0,10.0,5.0,7.0,86.0,86.0,81.0,79.0,79.0
230,0467,141.0,35.0,8.0,7.0,2.0,90.0,86.0,77.0,64.0,70.0
230,0467,161.0,48.0,4.0,6.0,7.0,93.0,90.0,86.0,84.0,82.0
230,0492,145.0,38.0,0.0,8.0,6.0,93.0,90.0,0.0,86.0,84.0
230,0492,162.0,38.0,3.0,3.0,4.0,75.0,82.0,79.0,64.0,70.0
230,0511,172.0,34.0,1.0,8.0,7.0,100.0,97.0,90.0,90.0,86.0
230,0511,172.0,46.0,10.0,6.0,5.0,82.0,81.0,75.0,72.0,75.0
230,0511,15.0,2.0,1.0,0.0,0.0,50.0,48.0,46.0,0.0,0.0
230,0511,7.0,1.0,0.0,0.0,0.0,50.0,46.0,0.0,0.0,0.0
230,0532,183.0,40.0,3.0,6.0,8.0,86.0,90.0,82.0,73.0,86.0
230,0532,14.0,4.0,3.0,1.0,0.0,68.0,66.0,61.0,61.0,0.0
230,0532,1.0,2.0,0.0,0.0,0.0,61.0,39.0,0.0,0.0,0.0
230,0532,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
230,0532,240.0,60.0,14.0,14.0,8.0,79.0,79.0,79.0,77.0,75.0
230,0557,265.0,47.0,7.0,13.0,10.0,79.0,79.0,90.0,32.0,75.0
230,0557,9.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
230,0557,154.0,46.0,8.0,13.0,9.0,86.0,86.0,79.0,79.0,79.0
230,0578,124.0,20.0,1.0,9.0,8.0,61.0,61.0,57.0,57.0,57.0
230,0578,58.0,14.0,2.0,1.0,0.0,79.0,79.0,79.0,68.0,0.0
230,0584,180.0,42.0,7.0,9.0,6.0,90.0,91.0,86.0,82.0,86.0
230,0633,137.0,43.0,7.0,15.0,13.0,93.0,93.0,86.0,79.0,82.0
230,0633,28.0,11.0,0.0,0.0,0.0,90.0,86.0,0.0,0.0,0.0
230,0633,147.0,35.0,1.0,11.0,5.0,90.0,86.0,72.0,79.0,86.0
230,0664,137.0,35.0,0.0,10.0,9.0,93.0,93.0,0.0,86.0,90.0
230,0664,149.0,29.0,0.0,14.0,9.0,90.0,90.0,0.0,84.0,90.0
230,0681,209.0,54.0,2.0,9.0,8.0,90.0,86.0,86.0,82.0,81.0
230,0681,62.0,12.0,1.0,14.0,7.0,93.0,86.0,90.0,82.0,82.0
230,0699,147.0,36.0,1.0,7.0,9.0,90.0,88.0,86.0,79.0,79.0
230,0699,80.0,11.0,1.0,11.0,14.0,100.0,97.0,100.0,86.0,79.0
230,0750,175.0,42.0,3.0,5.0,5.0,93.0,93.0,90.0,86.0,82.0
230,0750,89.0,24.0,4.0,1.0,0.0,93.0,93.0,91.0,90.0,0.0
230,0750,156.0,20.0,13.0,10.0,12.0,93.0,93.0,82.0,81.0,82.0
230,0880,193.0,40.0,5.0,11.0,7.0,90.0,90.0,79.0,79.0,79.0
230,0880,133.0,41.0,4.0,8.0,13.0,93.0,90.0,84.0,81.0,79.0
230,0928,206.0,54.0,6.0,14.0,7.0,79.0,79.0,72.0,75.0,68.0
230,0928,147.0,37.0,1.0,9.0,9.0,93.0,93.0,82.0,82.0,75.0
230,0950,153.0,37.0,0.0,8.0,7.0,93.0,86.0,0.0,75.0,64.0
230,0956,127.0,33.0,4.0,12.0,3.0,39.0,39.0,37.0,39.0,39.0
230,0979,146.0,34.0,4.0,8.0,9.0,90.0,90.0,84.0,75.0,75.0
230,0980,140.0,21.0,1.0,6.0,3.0,97.0,93.0,90.0,86.0,86.0
230,0980,51.0,4.0,1.0,0.0,1.0,64.0,64.0,61.0,0.0,64.0
230,0980,133.0,19.0,1.0,5.0,5.0,75.0,75.0,75.0,64.0,64.0
230,1045,96.0,26.0,6.0,6.0,7.0,97.0,97.0,90.0,81.0,82.0
230,1045,29.0,5.0,1.0,2.0,0.0,97.0,86.0,97.0,77.0,0.0
230,1045,5.0,3.0,0.0,0.0,0.0,72.0,39.0,0.0,0.0,0.0
230,1045,101.0,22.0,3.0,6.0,2.0,97.0,93.0,93.0,90.0,84.0
230,1123,98.0,21.0,3.0,3.0,8.0,100.0,97.0,93.0,90.0,88.0
230,1123,105.0,24.0,2.0,4.0,6.0,97.0,97.0,91.0,84.0,82.0
230,1292,121.0,24.0,6.0,8.0,7.0,100.0,100.0,93.0,91.0,82.0
230,1292,75.0,32.0,3.0,6.0,2.0,100.0,99.0,93.0,82.0,90.0
230,1389,110.0,23.0,2.0,12.0,12.0,104.0,100.0,97.0,97.0,86.0
230,1389,84.0,22.0,2.0,3.0,2.0,104.0,93.0,93.0,93.0,84.0
230,1465,103.0,28.0,4.0,11.0,4.0,100.0,100.0,95.0,90.0,95.0
230,1465,110.0,27.0,3.0,4.0,1.0,97.0,93.0,97.0,95.0,72.0
230,1572,101.0,26.0,3.0,6.0,6.0,100.0,100.0,90.0,79.0,72.0
230,1572,130.0,38.0,7.0,8.0,6.0,97.0,93.0,90.0,86.0,79.0
230,1621,93.0,14.0,3.0,8.0,7.0,104.0,102.0,97.0,95.0,90.0
230,1621,116.0,24.0,5.0,6.0,6.0,100.0,99.0,90.0,72.0,77.0
230,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1621,3.0,2.0,0.0,0.0,0.0,93.0,88.0,0.0,0.0,0.0
230,1664,112.0,24.0,5.0,11.0,5.0,100.0,106.0,97.0,90.0,82.0
230,1664,20.0,1.0,0.0,0.0,3.0,93.0,111.0,0.0,0.0,82.0
230,1664,5.0,1.0,0.0,0.0,1.0,86.0,39.0,0.0,0.0,75.0
230,1664,141.0,19.0,3.0,10.0,2.0,97.0,90.0,93.0,86.0,70.0
230,1699,150.0,39.0,5.0,13.0,8.0,100.0,97.0,93.0,86.0,86.0
230,1699,113.0,39.0,3.0,4.0,2.0,97.0,100.0,86.0,90.0,86.0
230,1774,166.0,36.0,4.0,12.0,4.0,93.0,93.0,91.0,90.0,77.0
230,1774,83.0,28.0,2.0,4.0,3.0,104.0,102.0,54.0,90.0,86.0
230,1802,111.0,43.0,2.0,11.0,8.0,97.0,97.0,46.0,90.0,84.0
230,1802,113.0,19.0,0.0,4.0,2.0,104.0,104.0,0.0,97.0,90.0
230,1839,118.0,34.0,1.0,16.0,7.0,97.0,100.0,97.0,90.0,75.0
230,1839,118.0,25.0,2.0,7.0,0.0,104.0,100.0,95.0,86.0,0.0
230,1906,161.0,45.0,5.0,27.0,9.0,93.0,97.0,86.0,86.0,82.0
230,1906,138.0,21.0,1.0,3.0,1.0,104.0,100.0,90.0,93.0,97.0
