時間,地點1,小客車交通量,小貨車交通量,大客車交通量,大貨車交通量,聯結車交通量,小客車車速,小貨車車速,大客車車速,大貨車車速,聯結車車速
17,2394,24.0,9.0,2.0,3.0,7.0,115.0,108.0,90.0,100.0,93.0
17,2425,35.0,9.0,1.0,9.0,7.0,111.0,111.0,108.0,97.0,86.0
17,2425,21.0,3.0,1.0,3.0,10.0,115.0,97.0,100.0,82.0,88.0
17,2472,26.0,10.0,1.0,2.0,10.0,111.0,111.0,108.0,79.0,88.0
17,2472,20.0,2.0,1.0,1.0,8.0,111.0,108.0,97.0,90.0,86.0
17,2514,28.0,10.0,0.0,3.0,10.0,109.0,104.0,0.0,86.0,86.0
17,2514,25.0,4.0,5.0,5.0,4.0,115.0,102.0,100.0,90.0,77.0
17,2603,30.0,6.0,2.0,3.0,7.0,113.0,108.0,91.0,93.0,90.0
17,2603,20.0,6.0,0.0,6.0,4.0,106.0,111.0,0.0,88.0,84.0
17,2674,25.0,6.0,2.0,3.0,2.0,111.0,100.0,93.0,79.0,82.0
17,2674,18.0,6.0,1.0,6.0,4.0,111.0,99.0,97.0,86.0,90.0
17,2714,28.0,2.0,0.0,5.0,10.0,115.0,99.0,0.0,82.0,86.0
17,2714,22.0,8.0,3.0,2.0,4.0,108.0,106.0,93.0,95.0,75.0
17,2827,30.0,3.0,1.0,1.0,9.0,111.0,97.0,90.0,82.0,86.0
17,2827,23.0,8.0,3.0,3.0,4.0,108.0,102.0,100.0,97.0,88.0
17,2866,22.0,5.0,0.0,3.0,7.0,111.0,111.0,0.0,90.0,93.0
17,2866,34.0,6.0,5.0,1.0,4.0,111.0,106.0,97.0,86.0,84.0
17,2930,21.0,8.0,0.0,4.0,10.0,111.0,113.0,0.0,90.0,88.0
17,2930,24.0,12.0,3.0,2.0,8.0,104.0,104.0,97.0,88.0,82.0
17,3019,25.0,12.0,0.0,3.0,8.0,108.0,109.0,0.0,79.0,82.0
17,3019,32.0,7.0,1.0,5.0,3.0,111.0,100.0,97.0,93.0,82.0
17,3083,13.0,8.0,3.0,4.0,18.0,115.0,108.0,97.0,95.0,86.0
17,3083,35.0,9.0,2.0,7.0,2.0,111.0,108.0,99.0,90.0,82.0
17,3126,25.0,9.0,1.0,3.0,11.0,111.0,108.0,100.0,93.0,90.0
17,3126,24.0,6.0,3.0,4.0,1.0,108.0,108.0,90.0,91.0,64.0
17,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0
17,3185,27.0,8.0,0.0,0.0,7.0,108.0,100.0,0.0,0.0,90.0
17,3185,3.0,1.0,0.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0
17,3185,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
17,3185,26.0,4.0,3.0,1.0,1.0,108.0,100.0,86.0,104.0,86.0
17,3227,19.0,2.0,1.0,3.0,9.0,111.0,91.0,97.0,75.0,90.0
17,3227,24.0,5.0,2.0,2.0,1.0,109.0,97.0,99.0,100.0,86.0
17,3252,14.0,6.0,1.0,1.0,12.0,108.0,97.0,104.0,97.0,86.0
17,3252,20.0,6.0,1.0,0.0,4.0,108.0,102.0,100.0,0.0,81.0
17,3286,10.0,3.0,0.0,2.0,9.0,108.0,108.0,0.0,91.0,82.0
17,3286,29.0,9.0,0.0,4.0,2.0,108.0,104.0,0.0,95.0,95.0
17,3366,26.0,4.0,0.0,2.0,11.0,104.0,111.0,0.0,97.0,86.0
17,3366,33.0,6.0,0.0,4.0,1.0,115.0,111.0,0.0,95.0,97.0
17,3398,36.0,2.0,0.0,2.0,4.0,111.0,120.0,0.0,93.0,93.0
17,3398,25.0,6.0,2.0,2.0,0.0,111.0,108.0,102.0,99.0,0.0
17,3460,23.0,5.0,0.0,2.0,5.0,115.0,108.0,0.0,84.0,86.0
17,3460,33.0,9.0,0.0,3.0,2.0,104.0,100.0,0.0,75.0,95.0
17,3535,30.0,7.0,0.0,0.0,7.0,108.0,100.0,0.0,0.0,72.0
17,3535,35.0,8.0,0.0,2.0,1.0,104.0,104.0,0.0,88.0,93.0
17,3559,31.0,4.0,1.0,0.0,8.0,100.0,108.0,97.0,0.0,90.0
17,3561,36.0,5.0,0.0,2.0,1.0,104.0,115.0,0.0,91.0,93.0
17,3590,29.0,7.0,0.0,2.0,9.0,100.0,93.0,0.0,90.0,86.0
17,3590,28.0,6.0,0.0,3.0,2.0,100.0,93.0,0.0,100.0,84.0
17,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3640,40.0,13.0,0.0,2.0,5.0,104.0,104.0,0.0,95.0,93.0
17,3640,1.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,86.0
17,3640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3640,23.0,4.0,0.0,2.0,4.0,108.0,97.0,0.0,99.0,75.0
17,3676,31.0,6.0,1.0,1.0,4.0,100.0,100.0,79.0,79.0,91.0
17,3676,20.0,3.0,0.0,0.0,3.0,111.0,93.0,0.0,0.0,79.0
17,3686,1.0,1.0,0.0,0.0,1.0,82.0,72.0,0.0,0.0,57.0
17,3696,27.0,4.0,0.0,1.0,3.0,97.0,86.0,0.0,79.0,90.0
17,3736,1.0,2.0,0.0,0.0,0.0,86.0,82.0,0.0,0.0,0.0
17,0163,16.0,2.0,0.0,0.0,0.0,115.0,93.0,0.0,0.0,0.0
17,0174,12.0,5.0,0.0,0.0,0.0,113.0,108.0,0.0,0.0,0.0
17,0174,0.0,1.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0
17,0174,6.0,3.0,0.0,0.0,0.0,117.0,18.0,0.0,0.0,0.0
17,0200,12.0,3.0,0.0,0.0,0.0,100.0,97.0,0.0,0.0,0.0
17,0206,17.0,7.0,0.0,0.0,0.0,104.0,90.0,0.0,0.0,0.0
17,0208,28.0,3.0,0.0,0.0,0.0,104.0,93.0,0.0,0.0,0.0
17,0271,35.0,6.0,0.0,0.0,0.0,104.0,99.0,0.0,0.0,0.0
17,0305,7.0,3.0,2.0,0.0,0.0,97.0,97.0,84.0,0.0,0.0
17,0305,5.0,1.0,0.0,0.0,0.0,97.0,90.0,0.0,0.0,0.0
17,0333,15.0,4.0,0.0,0.0,0.0,104.0,106.0,0.0,0.0,0.0
17,0334,8.0,3.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0
17,0447,27.0,4.0,0.0,0.0,0.0,100.0,88.0,0.0,0.0,0.0
17,0447,12.0,4.0,0.0,0.0,0.0,104.0,95.0,0.0,0.0,0.0
17,0447,17.0,3.0,1.0,0.0,0.0,104.0,93.0,93.0,0.0,0.0
17,0579,8.0,7.0,0.0,0.0,0.0,106.0,93.0,0.0,0.0,0.0
17,0579,8.0,1.0,1.0,1.0,0.0,102.0,10.0,97.0,75.0,0.0
17,0579,11.0,0.0,2.0,0.0,0.0,100.0,0.0,97.0,0.0,0.0
17,0608,10.0,3.0,0.0,0.0,0.0,102.0,100.0,0.0,0.0,0.0
17,0608,15.0,4.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0
17,0610,23.0,3.0,0.0,0.0,0.0,104.0,90.0,0.0,0.0,0.0
18,0005,15.0,2.0,0.0,0.0,0.0,93.0,88.0,0.0,0.0,0.0
18,0017,0.0,4.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
18,0017,14.0,3.0,0.0,0.0,1.0,93.0,97.0,0.0,0.0,82.0
18,0029,13.0,7.0,0.0,0.0,1.0,93.0,90.0,0.0,0.0,90.0
18,0029,17.0,0.0,0.0,0.0,1.0,93.0,0.0,0.0,0.0,82.0
18,0061,17.0,10.0,0.0,2.0,0.0,93.0,91.0,0.0,93.0,0.0
18,0061,25.0,3.0,0.0,2.0,2.0,97.0,93.0,0.0,73.0,66.0
18,0099,19.0,7.0,1.0,2.0,0.0,97.0,97.0,72.0,75.0,0.0
18,0099,16.0,0.0,0.0,4.0,0.0,95.0,0.0,0.0,86.0,0.0
18,0099,10.0,2.0,0.0,0.0,0.0,115.0,97.0,0.0,0.0,0.0
18,0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0099,4.0,2.0,0.0,0.0,1.0,77.0,70.0,0.0,0.0,61.0
18,0147,17.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,88.0
18,0147,1.0,1.0,0.0,0.0,0.0,108.0,115.0,0.0,0.0,0.0
18,0147,6.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
18,0147,25.0,2.0,0.0,4.0,0.0,100.0,97.0,0.0,97.0,0.0
18,0153,33.0,4.0,0.0,2.0,1.0,100.0,97.0,0.0,106.0,97.0
18,0153,13.0,3.0,0.0,4.0,0.0,100.0,93.0,0.0,79.0,0.0
18,0182,26.0,4.0,0.0,5.0,0.0,100.0,97.0,0.0,75.0,0.0
18,0213,22.0,3.0,0.0,4.0,1.0,100.0,97.0,0.0,82.0,90.0
18,0233,15.0,7.0,0.0,4.0,3.0,97.0,97.0,0.0,82.0,75.0
18,0248,50.0,5.0,1.0,5.0,1.0,104.0,100.0,104.0,79.0,90.0
18,0256,36.0,7.0,0.0,1.0,3.0,97.0,97.0,0.0,86.0,75.0
18,0264,38.0,5.0,2.0,7.0,1.0,99.0,100.0,93.0,82.0,93.0
18,0293,44.0,4.0,1.0,2.0,2.0,99.0,88.0,90.0,95.0,84.0
18,0293,32.0,4.0,2.0,0.0,1.0,99.0,91.0,91.0,0.0,118.0
18,0339,43.0,10.0,3.0,1.0,3.0,100.0,95.0,90.0,79.0,82.0
18,0339,16.0,6.0,2.0,0.0,0.0,100.0,95.0,91.0,0.0,0.0
18,0340,47.0,4.0,1.0,2.0,2.0,100.0,93.0,97.0,86.0,86.0
18,0340,7.0,3.0,0.0,0.0,0.0,97.0,104.0,0.0,0.0,0.0
18,0376,71.0,15.0,1.0,3.0,2.0,97.0,93.0,82.0,86.0,86.0
18,0376,25.0,7.0,4.0,2.0,0.0,97.0,93.0,82.0,86.0,0.0
18,0413,45.0,6.0,1.0,0.0,1.0,100.0,99.0,86.0,0.0,93.0
18,0413,37.0,4.0,0.0,4.0,2.0,100.0,97.0,0.0,90.0,84.0
18,0467,30.0,6.0,1.0,2.0,0.0,100.0,104.0,97.0,77.0,0.0
18,0467,30.0,2.0,0.0,4.0,4.0,100.0,104.0,0.0,91.0,93.0
18,0492,37.0,6.0,0.0,4.0,3.0,100.0,95.0,0.0,93.0,79.0
18,0492,36.0,1.0,0.0,4.0,5.0,97.0,100.0,0.0,91.0,93.0
18,0511,40.0,6.0,0.0,5.0,1.0,104.0,99.0,0.0,97.0,93.0
18,0511,40.0,6.0,0.0,2.0,4.0,99.0,95.0,0.0,91.0,88.0
18,0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0511,2.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
18,0532,24.0,5.0,0.0,6.0,0.0,97.0,93.0,0.0,86.0,0.0
18,0532,2.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,82.0,0.0
18,0532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0532,6.0,2.0,0.0,1.0,0.0,7.0,10.0,0.0,3.0,0.0
18,0532,53.0,10.0,2.0,2.0,5.0,97.0,102.0,102.0,72.0,90.0
18,0557,49.0,5.0,0.0,7.0,1.0,100.0,104.0,0.0,97.0,90.0
18,0557,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
18,0557,29.0,7.0,2.0,2.0,8.0,100.0,90.0,95.0,70.0,86.0
18,0578,20.0,1.0,2.0,2.0,5.0,99.0,97.0,97.0,86.0,90.0
18,0578,2.0,1.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
18,0584,40.0,2.0,0.0,3.0,1.0,104.0,97.0,0.0,93.0,72.0
18,0633,37.0,1.0,2.0,5.0,4.0,108.0,90.0,100.0,90.0,86.0
18,0633,8.0,2.0,0.0,0.0,0.0,109.0,108.0,0.0,0.0,0.0
18,0633,28.0,4.0,3.0,0.0,5.0,97.0,90.0,97.0,0.0,86.0
18,0664,40.0,7.0,1.0,3.0,3.0,104.0,100.0,100.0,86.0,90.0
18,0664,33.0,9.0,3.0,2.0,10.0,104.0,97.0,100.0,99.0,88.0
18,0681,44.0,14.0,0.0,4.0,2.0,104.0,100.0,0.0,90.0,86.0
18,0681,16.0,5.0,4.0,1.0,8.0,99.0,90.0,93.0,93.0,75.0
18,0699,37.0,9.0,0.0,3.0,2.0,100.0,100.0,0.0,90.0,86.0
18,0699,21.0,6.0,1.0,5.0,5.0,104.0,104.0,100.0,79.0,90.0
18,0750,42.0,11.0,0.0,7.0,4.0,108.0,115.0,0.0,90.0,88.0
18,0750,30.0,5.0,0.0,0.0,0.0,108.0,111.0,0.0,0.0,0.0
18,0750,42.0,5.0,2.0,7.0,4.0,100.0,93.0,93.0,93.0,91.0
18,0880,55.0,14.0,2.0,5.0,6.0,100.0,99.0,90.0,86.0,77.0
18,0880,38.0,4.0,1.0,5.0,7.0,104.0,93.0,93.0,93.0,90.0
18,0928,47.0,13.0,1.0,5.0,5.0,108.0,97.0,97.0,86.0,82.0
18,0928,17.0,5.0,2.0,2.0,7.0,104.0,100.0,99.0,91.0,90.0
18,0950,19.0,10.0,2.0,2.0,5.0,104.0,100.0,91.0,91.0,90.0
18,0956,46.0,9.0,2.0,7.0,4.0,108.0,108.0,95.0,90.0,84.0
18,0979,50.0,9.0,2.0,7.0,4.0,104.0,104.0,99.0,90.0,75.0
18,0980,17.0,5.0,3.0,2.0,1.0,97.0,93.0,93.0,95.0,79.0
18,0980,1.0,1.0,0.0,0.0,0.0,64.0,68.0,0.0,0.0,0.0
18,0980,6.0,2.0,0.0,0.0,5.0,102.0,97.0,0.0,0.0,90.0
18,1045,47.0,9.0,3.0,3.0,1.0,104.0,100.0,93.0,75.0,90.0
18,1045,15.0,2.0,0.0,0.0,2.0,104.0,91.0,0.0,0.0,82.0
18,1045,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
18,1045,18.0,7.0,3.0,2.0,1.0,102.0,104.0,97.0,86.0,82.0
18,1123,44.0,5.0,3.0,8.0,6.0,108.0,100.0,97.0,88.0,86.0
18,1123,27.0,5.0,1.0,1.0,6.0,100.0,104.0,100.0,68.0,84.0
18,1292,60.0,10.0,0.0,7.0,4.0,111.0,115.0,0.0,90.0,84.0
18,1292,46.0,4.0,2.0,2.0,2.0,104.0,99.0,95.0,97.0,90.0
18,1389,45.0,16.0,0.0,3.0,3.0,104.0,109.0,0.0,82.0,86.0
18,1389,31.0,9.0,2.0,2.0,3.0,104.0,100.0,93.0,84.0,100.0
18,1465,34.0,12.0,0.0,4.0,5.0,108.0,106.0,0.0,91.0,93.0
18,1465,38.0,4.0,3.0,2.0,1.0,104.0,99.0,93.0,90.0,82.0
18,1572,44.0,7.0,2.0,3.0,10.0,108.0,100.0,93.0,90.0,86.0
18,1572,52.0,2.0,4.0,1.0,1.0,104.0,111.0,95.0,82.0,82.0
18,1621,27.0,7.0,3.0,7.0,6.0,108.0,108.0,93.0,93.0,84.0
18,1621,39.0,2.0,3.0,0.0,1.0,108.0,104.0,97.0,0.0,79.0
18,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1664,32.0,5.0,1.0,3.0,6.0,111.0,115.0,97.0,86.0,72.0
18,1664,2.0,2.0,0.0,0.0,1.0,97.0,99.0,0.0,0.0,90.0
18,1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1664,32.0,2.0,2.0,1.0,2.0,106.0,106.0,97.0,90.0,82.0
18,1699,40.0,7.0,1.0,4.0,1.0,108.0,111.0,93.0,88.0,75.0
18,1699,34.0,6.0,2.0,1.0,1.0,106.0,99.0,97.0,90.0,104.0
18,1774,39.0,7.0,3.0,6.0,2.0,108.0,108.0,93.0,84.0,84.0
18,1774,29.0,9.0,2.0,0.0,0.0,111.0,111.0,57.0,0.0,0.0
18,1802,37.0,10.0,1.0,3.0,1.0,108.0,111.0,7.0,82.0,79.0
18,1802,26.0,11.0,1.0,0.0,0.0,108.0,104.0,97.0,0.0,0.0
18,1839,34.0,12.0,2.0,3.0,3.0,104.0,102.0,99.0,90.0,79.0
18,1839,30.0,5.0,2.0,4.0,4.0,108.0,108.0,99.0,75.0,82.0
18,1906,38.0,8.0,3.0,4.0,2.0,108.0,104.0,93.0,77.0,79.0
18,1906,35.0,5.0,4.0,3.0,3.0,111.0,108.0,97.0,86.0,79.0
18,1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1906,1.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
18,1960,34.0,6.0,0.0,1.0,3.0,111.0,108.0,0.0,90.0,79.0
18,1960,5.0,3.0,0.0,0.0,4.0,86.0,93.0,0.0,0.0,70.0
18,1960,9.0,0.0,0.0,0.0,2.0,79.0,0.0,0.0,0.0,61.0
18,1960,37.0,6.0,3.0,3.0,10.0,108.0,102.0,97.0,86.0,82.0
18,2011,47.0,8.0,1.0,4.0,11.0,115.0,115.0,97.0,86.0,82.0
18,2011,28.0,6.0,2.0,7.0,6.0,111.0,104.0,100.0,86.0,86.0
18,2089,57.0,10.0,1.0,5.0,7.0,111.0,115.0,100.0,93.0,82.0
18,2089,23.0,4.0,1.0,3.0,6.0,111.0,108.0,104.0,93.0,82.0
18,2156,49.0,16.0,0.0,1.0,8.0,115.0,115.0,0.0,75.0,90.0
18,2156,34.0,8.0,4.0,4.0,5.0,111.0,108.0,97.0,84.0,93.0
18,2249,50.0,9.0,0.0,2.0,12.0,111.0,111.0,0.0,75.0,82.0
18,2249,30.0,6.0,2.0,6.0,3.0,108.0,111.0,61.0,84.0,90.0
18,2322,33.0,10.0,2.0,6.0,12.0,108.0,106.0,99.0,90.0,79.0
18,2322,29.0,8.0,2.0,5.0,7.0,111.0,109.0,102.0,90.0,93.0
18,2394,33.0,11.0,1.0,5.0,7.0,108.0,111.0,100.0,90.0,86.0
18,2394,27.0,6.0,4.0,3.0,10.0,111.0,111.0,100.0,93.0,93.0
18,2425,37.0,14.0,0.0,7.0,11.0,111.0,111.0,0.0,100.0,90.0
18,2425,30.0,10.0,3.0,2.0,5.0,113.0,111.0,100.0,95.0,90.0
18,2472,29.0,9.0,1.0,6.0,10.0,108.0,111.0,97.0,90.0,90.0
18,2472,23.0,10.0,1.0,4.0,6.0,108.0,104.0,28.0,91.0,82.0
18,2514,26.0,6.0,1.0,3.0,5.0,111.0,104.0,93.0,79.0,90.0
18,2514,12.0,4.0,1.0,2.0,6.0,115.0,111.0,100.0,84.0,86.0
18,2603,24.0,8.0,3.0,2.0,4.0,115.0,100.0,90.0,59.0,82.0
18,2603,21.0,4.0,5.0,2.0,3.0,111.0,104.0,97.0,106.0,79.0
18,2674,23.0,5.0,0.0,4.0,11.0,111.0,108.0,0.0,84.0,86.0
18,2674,29.0,7.0,6.0,4.0,3.0,108.0,104.0,91.0,108.0,86.0
18,2714,24.0,6.0,1.0,1.0,8.0,108.0,109.0,90.0,64.0,88.0
18,2714,20.0,6.0,2.0,5.0,5.0,108.0,100.0,99.0,82.0,72.0
18,2827,23.0,4.0,0.0,3.0,14.0,108.0,111.0,0.0,86.0,88.0
18,2827,31.0,6.0,3.0,5.0,5.0,108.0,106.0,100.0,97.0,86.0
18,2866,26.0,7.0,0.0,5.0,9.0,113.0,118.0,0.0,86.0,82.0
18,2866,26.0,6.0,2.0,4.0,3.0,111.0,109.0,100.0,97.0,82.0
18,2930,23.0,7.0,0.0,5.0,8.0,108.0,111.0,0.0,82.0,84.0
18,2930,37.0,7.0,4.0,0.0,2.0,111.0,104.0,97.0,0.0,93.0
18,3019,15.0,10.0,2.0,5.0,11.0,111.0,108.0,97.0,93.0,86.0
18,3019,31.0,9.0,1.0,1.0,10.0,111.0,104.0,111.0,100.0,84.0
18,3083,25.0,9.0,1.0,1.0,8.0,111.0,100.0,108.0,79.0,86.0
18,3083,21.0,6.0,1.0,2.0,5.0,111.0,113.0,111.0,59.0,93.0
18,3126,16.0,4.0,0.0,3.0,10.0,108.0,99.0,0.0,82.0,90.0
18,3126,31.0,4.0,2.0,6.0,2.0,108.0,106.0,93.0,88.0,81.0
18,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3126,2.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,0.0,79.0
18,3185,14.0,5.0,2.0,2.0,10.0,111.0,97.0,88.0,82.0,86.0
18,3185,2.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
18,3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3185,32.0,5.0,1.0,6.0,3.0,108.0,108.0,100.0,91.0,82.0
18,3227,16.0,3.0,0.0,1.0,9.0,109.0,100.0,0.0,111.0,86.0
18,3227,26.0,7.0,1.0,3.0,1.0,111.0,115.0,100.0,104.0,86.0
18,3252,16.0,1.0,0.0,2.0,7.0,106.0,75.0,0.0,97.0,86.0
18,3252,20.0,7.0,1.0,3.0,1.0,113.0,104.0,86.0,100.0,86.0
18,3286,17.0,5.0,1.0,0.0,5.0,108.0,104.0,108.0,0.0,86.0
18,3286,32.0,11.0,1.0,2.0,3.0,102.0,100.0,100.0,86.0,82.0
18,3366,29.0,4.0,0.0,1.0,3.0,108.0,86.0,0.0,104.0,93.0
18,3366,38.0,11.0,0.0,1.0,5.0,115.0,115.0,0.0,100.0,90.0
18,3398,29.0,9.0,0.0,2.0,8.0,115.0,108.0,0.0,95.0,93.0
18,3398,35.0,11.0,0.0,6.0,1.0,111.0,111.0,0.0,90.0,93.0
18,3460,35.0,11.0,1.0,0.0,11.0,108.0,104.0,97.0,0.0,86.0
18,3460,22.0,8.0,2.0,3.0,1.0,108.0,108.0,100.0,93.0,72.0
18,3535,25.0,8.0,3.0,1.0,9.0,104.0,99.0,97.0,104.0,72.0
18,3535,16.0,4.0,1.0,3.0,0.0,104.0,102.0,100.0,97.0,0.0
18,3559,28.0,9.0,0.0,3.0,4.0,106.0,97.0,0.0,82.0,84.0
18,3561,21.0,8.0,1.0,2.0,0.0,104.0,104.0,97.0,93.0,0.0
18,3590,26.0,8.0,0.0,1.0,3.0,106.0,104.0,0.0,75.0,93.0
18,3590,33.0,6.0,0.0,0.0,2.0,100.0,99.0,0.0,0.0,90.0
18,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3640,30.0,5.0,1.0,2.0,4.0,102.0,108.0,93.0,82.0,93.0
18,3640,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
18,3640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3640,19.0,5.0,0.0,1.0,1.0,108.0,111.0,0.0,97.0,86.0
18,3676,20.0,3.0,0.0,6.0,4.0,108.0,90.0,0.0,90.0,90.0
18,3676,22.0,4.0,0.0,2.0,2.0,102.0,104.0,0.0,93.0,84.0
18,3686,1.0,0.0,0.0,1.0,0.0,82.0,0.0,0.0,79.0,0.0
18,3696,16.0,6.0,0.0,4.0,3.0,102.0,93.0,0.0,86.0,86.0
18,3736,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
18,0163,7.0,2.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0
18,0174,7.0,1.0,0.0,0.0,0.0,115.0,97.0,0.0,0.0,0.0
18,0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0174,5.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
18,0200,15.0,3.0,0.0,0.0,0.0,104.0,93.0,0.0,0.0,0.0
18,0206,24.0,8.0,0.0,0.0,0.0,109.0,99.0,0.0,0.0,0.0
18,0208,27.0,9.0,0.0,0.0,0.0,100.0,97.0,0.0,0.0,0.0
18,0271,30.0,9.0,0.0,0.0,0.0,102.0,93.0,0.0,0.0,0.0
18,0305,9.0,4.0,0.0,0.0,0.0,118.0,93.0,0.0,0.0,0.0
18,0305,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
18,0333,12.0,2.0,0.0,0.0,0.0,104.0,88.0,0.0,0.0,0.0
18,0334,8.0,3.0,0.0,0.0,0.0,104.0,93.0,0.0,0.0,0.0
18,0447,19.0,5.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0
18,0447,13.0,1.0,0.0,0.0,0.0,100.0,90.0,0.0,0.0,0.0
18,0447,17.0,2.0,1.0,0.0,0.0,108.0,104.0,97.0,0.0,0.0
18,0579,25.0,4.0,1.0,1.0,0.0,104.0,104.0,93.0,97.0,0.0
18,0579,7.0,3.0,1.0,0.0,0.0,100.0,93.0,93.0,0.0,0.0
18,0579,17.0,5.0,1.0,0.0,0.0,104.0,108.0,97.0,0.0,0.0
18,0608,10.0,1.0,0.0,0.0,0.0,109.0,97.0,0.0,0.0,0.0
18,0608,20.0,7.0,0.0,0.0,0.0,106.0,108.0,0.0,0.0,0.0
18,0610,19.0,2.0,3.0,0.0,0.0,100.0,117.0,97.0,0.0,0.0
19,0005,8.0,1.0,0.0,0.0,0.0,79.0,72.0,0.0,0.0,0.0
19,0017,0.0,4.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0
19,0017,12.0,2.0,0.0,0.0,0.0,90.0,88.0,0.0,0.0,0.0
19,0029,18.0,6.0,0.0,0.0,0.0,95.0,82.0,0.0,0.0,0.0
19,0029,16.0,5.0,0.0,0.0,0.0,90.0,97.0,0.0,0.0,0.0
19,0061,28.0,3.0,0.0,0.0,0.0,99.0,104.0,0.0,0.0,0.0
19,0061,23.0,6.0,0.0,0.0,3.0,97.0,91.0,0.0,0.0,82.0
19,0099,29.0,5.0,0.0,2.0,1.0,100.0,90.0,0.0,81.0,61.0
19,0099,14.0,3.0,0.0,1.0,2.0,100.0,82.0,0.0,79.0,81.0
19,0099,4.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0
19,0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0099,5.0,0.0,0.0,1.0,2.0,75.0,0.0,0.0,68.0,66.0
19,0147,12.0,4.0,0.0,4.0,0.0,97.0,99.0,0.0,86.0,0.0
19,0147,2.0,1.0,0.0,1.0,0.0,84.0,82.0,0.0,93.0,0.0
19,0147,3.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
19,0147,18.0,6.0,0.0,2.0,2.0,104.0,95.0,0.0,90.0,90.0
19,0153,37.0,5.0,0.0,2.0,3.0,97.0,97.0,0.0,91.0,86.0
19,0153,18.0,2.0,0.0,4.0,0.0,93.0,86.0,0.0,88.0,0.0
19,0182,11.0,6.0,0.0,7.0,1.0,100.0,95.0,0.0,82.0,93.0
19,0213,29.0,2.0,0.0,5.0,2.0,100.0,90.0,0.0,86.0,81.0
19,0233,28.0,5.0,0.0,3.0,2.0,93.0,97.0,0.0,90.0,81.0
19,0248,39.0,2.0,3.0,5.0,0.0,104.0,108.0,90.0,100.0,0.0
19,0256,38.0,9.0,0.0,3.0,2.0,95.0,90.0,0.0,86.0,90.0
