標題,摘要,連結
瑞典將成北約第32個成員國 與匈牙利談妥國防工業協議,匈牙利國會26日以壓倒性的票數批准瑞典加入北約，瑞典將成為北約第32個成員國，結束長達200年的中立。瑞典加入北約卡關了一年半，但在23日出現關鍵突破，並與匈牙利達成國防軍售等相關協議。,https://news.pts.org.tw/article/682706
